Word,Average Proportion (Comedy),Average Proportion (Thriller)
eighteen,3.3685782227301874e-05,2.679653848555273e-05
ethan,0.0,3.924477619702489e-05
idiot,0.00011700780129085123,8.683476814724136e-05
hotel,0.00013895429216149335,0.00016524921787928733
hook,5.619934163284872e-05,7.484631311570885e-05
notic,0.0001397344467563925,0.00014496014747928963
heali,1.416324938932782e-05,0.0
benjamin,9.067087496761503e-05,2.3835656056704643e-06
octob,3.1658092599917295e-06,9.87727829582784e-06
ought,0.0001045057317390395,7.349463673003712e-05
isnt,0.0007934921112292857,0.0007464862478730899
drew,3.5630085621840395e-06,3.0559107159957994e-05
whether,6.279545353474734e-05,7.665701835829387e-05
seat,8.987679053921371e-05,5.489076441301032e-05
matter,0.0005069405816021323,0.0004106083661341621
er,0.00012307989045381027,3.4750830568719417e-05
int,3.80638671552782e-06,3.824551574807721e-05
arent,0.000351633783848303,0.0003329260833232941
aubrei,8.67620239150376e-07,2.711267008964093e-05
lookout,8.05487652010072e-06,7.71004662132194e-06
gabe,0.0,2.4241406004740506e-05
cliff,2.3162663708981813e-05,2.003335185355949e-05
hail,1.8086257641891727e-05,1.590397063483924e-05
horribl,5.4767267124576195e-05,4.601056838090127e-05
heaven,0.00011518902488039288,7.833079570261498e-05
hospit,0.00011569300136649195,0.0001640454316716152
whatsoev,1.1627865357097234e-05,9.121427744123629e-06
supernatur,9.3623140578797e-06,8.071635049956963e-06
lot,0.0007404903572811497,0.0006922662322073012
establish,1.6675017711746615e-05,1.6999779717098312e-05
select,1.0461613662046617e-05,2.3942111051554432e-05
motor,1.8081212691358644e-05,2.224124240390759e-05
brenda,3.4643429224003765e-05,2.176636204642616e-06
guilt,1.1830915099169172e-05,1.979721470101121e-05
glori,2.77584936677472e-05,1.046517842181985e-05
move,0.0004947123845343135,0.0005822346390245475
rage,1.7418438661414137e-05,6.077109296329535e-06
decent,3.404608467053363e-05,1.7855485570926584e-05
religion,9.201602434489349e-06,1.0217045023726584e-05
pillow,9.933208702720802e-06,7.998032947668769e-06
sincer,8.426219812564662e-06,1.5080673804840497e-05
steven,3.073321160762106e-05,4.967703038177131e-05
winston,7.586514474830827e-06,9.419623512854853e-06
arm,0.00013730873955897113,0.00014601258605320547
system,0.00014263208799231288,0.00019148494191065634
score,0.00011003528018530212,4.632823973866413e-05
isn,1.2936099188357141e-05,1.175132441372407e-05
wallac,6.964103472967669e-06,1.2770554563760759e-05
lane,1.4888601404049477e-05,2.933558335660675e-05
burger,3.3189833953679697e-05,1.2789439662318143e-05
bowl,4.050696177707443e-05,6.373728915547932e-05
umeu,1.95304154973594e-05,1.2521514813196202e-05
journal,1.2634884390757896e-05,1.293853412224177e-05
lonnegan,2.10437189450406e-05,0.0
teddi,1.9760823583909777e-05,3.939758550527721e-05
pd,1.2533417223669172e-06,1.4771028740880169e-05
trooper,7.82001708651203e-06,1.2451916283055698e-05
puppi,1.6419731710602255e-05,9.199197664986067e-06
prosecut,6.517732855717293e-06,1.183896830115232e-05
badli,2.684722822470752e-05,2.354428285005802e-05
thought,0.001122373414009069,0.0010442393836393334
troop,1.3176686592465425e-05,1.1590615175015189e-05
forti,4.2412832955603525e-05,6.240622172136964e-05
highest,1.4501484135393793e-05,1.5806578329541965e-05
dust,1.8602758470131966e-05,3.460840081485991e-05
begin,0.00015336516231940952,0.000142713884202981
lapd,0.0,1.6921380877022365e-05
priest,9.572753583512157e-06,3.031706850872743e-05
turk,1.1632534950478949e-05,1.4782022124674263e-05
hawaii,1.5190234573761654e-05,4.359325195569198e-06
amateur,2.18233069294797e-05,9.31362600605065e-06
honor,0.00010548640706082445,7.749246824039536e-05
ap,3.245412648171579e-05,6.83501674566384e-05
lodg,1.4149307760615789e-05,1.0789663383830994e-05
lombard,0.0,1.915641798304557e-05
academi,1.2549994650606766e-05,1.9125773643272574e-05
gibson,3.6543248348172936e-06,2.2147258391405484e-05
injuri,8.915012517485568e-06,1.4827272661721096e-05
wha,1.5198806417858647e-05,2.9036995595518987e-06
therefor,1.507149114483684e-05,1.1508941219490063e-05
victor,2.2720433987137594e-05,4.6155764552620256e-06
profess,7.138530719866406e-06,1.3798550276308438e-05
strike,5.288965075172764e-05,4.579663290127257e-05
deed,5.132438415702632e-05,1.186139375235189e-05
grand,7.907183743573518e-05,7.91759426540038e-05
penthous,5.41703711848797e-06,8.743516811030372e-06
yellow,3.0576210918084776e-05,3.622955040296835e-05
insult,4.784948902917194e-05,2.2099887098982277e-05
genuin,2.1469085781088732e-05,1.4689670522998312e-05
ward,6.368626532901859e-06,2.614222520732616e-05
mi,1.0997880812003006e-05,1.9483362698787345e-05
stolen,5.1256204403525564e-05,2.3687577386056137e-05
banana,2.9808847116953996e-05,6.420269692702945e-06
speed,4.5842957207536845e-05,6.642566024670932e-05
piec,0.00020162351062038154,0.00020718988972135235
born,8.584451974368098e-05,8.347569777592365e-05
oughta,1.2396205961308148e-05,3.918228182199325e-05
hacker,2.236908737181203e-06,2.0643220099494093e-05
stream,1.163965192698346e-05,1.1636341188061182e-05
smith,3.976909210048797e-05,2.826266729010086e-05
choir,1.9517318705873436e-05,5.693976587266667e-06
variou,1.0705225023389474e-05,1.396585038606118e-05
weed,1.7630908155293234e-05,1.0719659273714768e-05
boundari,1.0632419119496993e-05,7.847081623424473e-06
panti,1.7874412562690742e-05,6.818371479070032e-06
accord,2.4464185022260857e-05,5.659404665587131e-05
best,0.00048648339129238474,0.00043601572459547677
condom,1.4713048161586465e-05,7.969938056496202e-06
whatll,3.121016762662782e-05,2.1832729419540502e-05
carlo,8.416201749733834e-06,2.2696228264373607e-05
promis,0.00023791878509938762,0.0002854474416251907
barrett,1.7730525113298494e-05,1.3045684683189875e-06
pentagon,1.0285832255619905e-05,8.660463939056963e-06
sooner,4.542205033449395e-05,5.800584908334814e-05
nexu,0.0,2.246016915534388e-05
bloodi,2.4646706502539862e-05,8.706251441937449e-05
said,0.0013676486972672949,0.0013402418434609825
mississippi,1.4131173712905262e-05,1.0815809904228261e-05
legitim,8.116542451363909e-06,1.4726931377344495e-05
syndrom,1.3095480316829449e-05,9.847099017935865e-06
repli,5.8367372152770776e-06,8.456554509270044e-06
purpl,1.4636666567490225e-05,1.3115855156227004e-05
break,0.0003283978668583665,0.0002658695331052359
wash,7.243888049838046e-05,5.972282894814936e-05
motel,2.3074094992731705e-05,4.112358143797088e-05
wrap,3.026341874657943e-05,2.6897036494779546e-05
fifteen,9.365555734248668e-05,0.00010017231043455868
sell,0.00016513801360720884,0.0001137811192575692
bravo,2.339224426793893e-05,4.970779740136287e-06
world,0.0005369583049079142,0.0005637628193928283
beaumont,0.0,2.4018622179237973e-05
switch,7.283206934860373e-05,6.848398108845485e-05
adrian,2.6767857393118044e-05,2.0383619723190297e-05
after,0.0007499227586228677,0.0008789352095685486
vanish,1.1181121602313534e-05,1.7292774200543233e-05
window,0.00012701734129712543,0.00016120995407454262
interfer,2.734275943275639e-05,2.3151727929679325e-05
countri,0.00021717315658659317,0.00017358088787224177
wretch,1.4121615024737594e-05,8.18079403805656e-06
sugar,6.109876742622342e-05,3.9710178767329564e-05
captur,1.5213294587186969e-05,2.8890056294193248e-05
wed,0.00033693881244388843,0.00018974608573788716
adrenalin,4.720513587117294e-06,1.243496610258439e-05
dorothi,3.4111163831879696e-05,3.520451991788945e-05
jude,2.0277230292556393e-06,1.4400598141199576e-05
gorgeou,2.929378404669674e-05,1.0850339429399157e-05
corneliu,1.203392604430075e-06,2.5311612961374263e-05
flip,1.0595554096184008e-05,3.419818027998903e-05
beyond,5.105027788087505e-05,4.888520167375907e-05
mix,3.2302203084134406e-05,4.5017670679930395e-05
bandit,6.999567315199336e-05,1.7096471972042195e-06
rabbit,7.172401704080448e-05,1.2011784489436901e-05
rare,3.6048928603845874e-05,3.348052438241479e-05
cecil,2.7945260397007523e-06,1.9297302936578907e-05
belong,7.303799142118769e-05,8.288079467510486e-05
collaps,1.2464314139544967e-05,1.2564801707189874e-05
resort,7.534816657319548e-06,1.0425445392754009e-05
cuz,9.520700689087969e-06,2.3638787846157806e-05
trevor,4.274472423240601e-06,3.841282988518143e-05
lovebird,6.125292865565165e-07,1.0457523074511814e-05
express,2.737669530923934e-05,4.062185958226179e-05
dutch,5.0948740025443614e-06,2.9795359976818568e-05
scare,0.00020864613751555547,0.0003153811977095266
kept,8.977373791307484e-05,0.00010741611501125802
stephani,1.6329433622666164e-05,1.3895200688644724e-05
signatur,1.5025501987256392e-05,2.7063316203041772e-05
warren,1.3685746387054888e-05,1.1689549554064977e-05
battl,3.6246635967546744e-05,2.6098725983821517e-05
insight,7.11331836700827e-06,1.4762050361063291e-05
next,0.0004530307594143459,0.000517514772015295
lamp,1.7962043599154376e-05,8.039534729849369e-06
trail,1.3857593623009023e-05,1.9761718134270464e-05
kent,3.264621854687143e-05,1.4635631463553165e-05
forg,4.614198259970676e-06,1.5229364178245146e-05
ran,8.33446715114299e-05,8.219176337802385e-05
proce,1.2619168848078196e-05,2.6614033469042194e-05
shade,8.11685912023745e-06,1.1455072909981856e-05
asylum,1.872210406493985e-06,1.6615481914610972e-05
kubelik,2.4770133164235337e-05,0.0
vallen,0.0,8.902578738454008e-06
in,0.010591213978735886,0.01167731094068857
everyon,0.0003137627034905441,0.00026995557532504054
kidnei,1.4249405228559974e-05,4.028077949711814e-06
hostil,2.293313963298422e-05,2.1969371998564977e-05
pie,4.3318030888787074e-05,2.2036475874188376e-05
written,3.529088016555815e-05,3.7686715617513535e-05
bye,0.00013956030157637143,5.2392067544507594e-05
refer,3.618620117762063e-05,4.4550395568528696e-05
explos,2.0576213199274042e-05,4.7836408491392595e-05
tucker,9.600778200257894e-06,6.066430231059916e-06
swayzak,0.0,1.2798335946888186e-05
lord,0.00013464720064401673,7.055036126512698e-05
room,0.0005607358919613256,0.0005895521371798261
split,6.041849055585964e-05,8.056632672274898e-05
udou,2.0271891254441355e-05,7.751337006212236e-06
whack,1.648486494045414e-05,2.553757030468017e-05
lo,2.2436382921214868e-05,2.9144643763487763e-05
drawer,1.1853468780328927e-05,1.7805958308644522e-05
wild,4.0310078693127825e-05,6.17465273610175e-05
hire,8.508067043777668e-05,0.00010758270452729244
among,2.2134233099354104e-05,6.271679595645927e-05
disgust,4.0978375470230434e-05,4.162046356986795e-05
pocket,4.934997247552652e-05,6.305050962565548e-05
margo,0.0,1.576846124956751e-05
ignor,5.232182501163985e-05,4.660389645581311e-05
goodlook,1.4430583878109148e-05,5.208958168321538e-06
claim,4.389606221922693e-05,4.7121896893710544e-05
approach,2.803353334797955e-05,4.528855478847108e-05
fruit,3.073991069613309e-05,1.6183626742374454e-05
raid,1.4964046945683031e-05,9.92366371137935e-06
phrase,1.6642127529132478e-05,1.119816701257384e-05
luck,0.0001405524385890975,0.00014360929613548313
kevin,5.420858065257519e-05,1.7393030804643034e-05
autograph,1.913051634130752e-05,1.3866279331129535e-05
core,1.2707349503921657e-05,2.1736879812000845e-05
download,4.656091348445865e-06,1.033825781099156e-05
evil,0.00014262478681377973,8.108111004088609e-05
strand,6.927134838596993e-06,1.1253383744313502e-05
woulda,2.1813611753676693e-05,2.1553445149273445e-05
branch,2.4806346611660905e-05,1.2325960600804667e-05
ghost,6.0216079925773445e-05,8.667465452518143e-05
pack,8.817736485003607e-05,8.736008734745548e-05
robber,8.387341822243609e-06,1.2000973069916871e-05
dime,2.0665270890837593e-05,1.2829038388935865e-05
angri,7.124056562089973e-05,6.43290618261418e-05
ju,1.1004456845166917e-05,5.533397123649367e-06
uyouru,1.652599575352331e-05,7.391090794670886e-06
drill,1.2617657472783457e-05,2.1709564427535023e-05
preserv,1.5047794283228553e-05,1.5127328143385232e-05
serial,6.562001988445865e-06,4.712331351622913e-05
option,1.7191343455493235e-05,5.8848609668286934e-05
oldest,3.5204610835142858e-06,3.0683224276276794e-05
pattern,2.338454653401203e-05,6.066178839125041e-05
herb,1.5805177278630827e-05,1.445416310886076e-06
row,4.170136182933744e-05,3.599159902290253e-05
ball,0.00014139360699475385,0.00018039120260592446
equip,3.199465127635789e-05,6.424563050049116e-05
drift,1.4687771313423432e-05,1.1015664397000843e-05
mike,6.020767407304136e-05,0.0001355841900314734
tyler,1.2681717450357895e-05,2.985138257071899e-05
choos,6.361590706665765e-05,3.672028140374937e-05
nag,1.4839706658807518e-05,6.746659284632911e-06
bookstor,1.423045196474437e-05,1.8198856859478987e-06
happi,0.0004120121323613549,0.00020817425034022787
haircut,2.5637176031059784e-05,1.1262804801289872e-05
candid,1.372469728172782e-05,6.776006185033352e-06
tim,4.048632161064211e-05,1.3200324391966684e-05
friend,0.0008446650499308195,0.0007557158688668642
sneak,3.0952045729414265e-05,4.222494813636585e-05
those,0.0008409366066177872,0.000782008386956517
wayn,7.116844611078947e-06,6.547348072592193e-05
straw,1.1833026169951126e-05,5.595816491313924e-06
cynthia,1.1940004962640603e-05,6.9655401957594945e-06
ad,4.6845570437334585e-05,1.7261805614300452e-05
two,0.0011253725692948649,0.0013191927135767065
eyebal,7.92739929481579e-06,1.076619336374979e-05
carv,7.822448904504366e-06,8.83642804990633e-06
overlook,8.600716434942105e-06,1.2494162198024893e-05
contractor,5.933186849452631e-06,6.0110807336575765e-06
languag,4.972416678906011e-05,4.857994572819834e-05
fortyf,1.8187167253607154e-05,1.365814091530211e-05
admit,8.8034362664922e-05,7.603146911508316e-05
slight,1.290421050145076e-05,9.694758283895379e-06
popular,5.6892089627028696e-05,1.909367804694641e-05
compliment,3.327941007030177e-05,2.0640664536654006e-05
del,1.8989170768885764e-06,1.6953242401542197e-05
listen,0.0006879425274684172,0.0007689369219748442
mess,0.00011266684725420731,9.48584249598941e-05
free,0.0001660859604215885,0.0001492613479379808
keen,8.604805680175042e-06,9.406057449677214e-06
noth,0.0009176088966509759,0.0010185155234040532
acquir,9.944625296869925e-06,9.924646261062868e-06
earlier,3.023325582385096e-05,3.2355274830457374e-05
bluff,1.2001092223926896e-05,9.32414808871308e-06
twentyfour,1.836293182126388e-05,2.168292028032868e-05
steak,1.8111503433546366e-05,1.9780354167694094e-05
california,2.054145920572406e-05,4.3976211980789666e-05
dial,8.952278994240352e-06,1.983702897355127e-05
industri,2.391310592188797e-05,2.0210085106329585e-05
hopefulli,1.099165273290075e-05,9.756674250857384e-06
probli,2.0678759605278194e-06,8.653348660481434e-06
certainli,0.00013182778247472154,0.0001011611399859542
magnet,1.03188366755e-05,2.282629129766751e-05
mobil,7.918201962126316e-06,1.4111515999927005e-05
elvi,1.9473756736752635e-05,7.814753014743452e-06
parlor,7.134990133379825e-06,3.3074109766552315e-05
utah,6.629702083091728e-06,1.4349726600669197e-05
we,0.006983411475436908,0.007296183934340811
phoni,2.5594353619488474e-05,1.4083135066087535e-05
sec,2.1012711542809646e-05,1.20995605659654e-05
fellow,8.480450416922707e-05,5.119574130364745e-05
eagl,6.227678241933835e-06,1.3249959469928692e-05
achiev,1.684927000495502e-05,1.0159783635837551e-05
denni,2.5538431871609524e-05,2.8995801957462022e-05
head,0.0005395185942298141,0.0005211257859220189
bore,8.436286222655001e-05,6.034383032596333e-05
dyou,3.0322532030674435e-05,4.1260458441008864e-05
junior,4.104209938840147e-05,6.36296322156097e-05
bite,4.2009860284359975e-05,6.194998140902508e-05
through,0.0005555212018191895,0.0006622320591985392
grenad,4.9247792649902256e-06,1.4115406963111391e-05
phase,9.014515641100502e-06,1.8747768628241792e-05
fabul,4.4629344905598625e-05,9.499549219942608e-06
diplomat,1.748866956506015e-06,1.834538538125443e-05
wrong,0.0005980314869531097,0.0007501263448910438
itll,0.00018027208167198505,0.00022316360316288524
again,0.0007550593236093917,0.0007537854731483873
dock,3.8039528124037597e-06,1.8932327734374684e-05
bear,6.79283505390252e-05,6.854629567987554e-05
minor,3.4732836407396094e-05,2.824826459933313e-05
white,0.00019782499106665638,0.00021280101148232953
environ,1.85344107096609e-05,1.3318545425242614e-05
patient,5.3829026835546855e-05,9.50155238041211e-05
mug,2.3693692746549627e-05,1.3127706857486075e-05
lighthous,5.322860201573685e-06,1.239040448951983e-05
upsid,1.0705529292034712e-05,8.000752084457384e-06
nasal,0.0,9.221499665538397e-06
navig,1.1414037938652631e-05,1.552316260327806e-05
sad,6.650998567161868e-05,6.048064674213479e-05
research,2.633705019590374e-05,5.392231833165191e-05
case,0.00026932551084659474,0.0004313416955814122
gu,5.4745420044284205e-05,3.173979371874051e-05
brutal,6.516766705188355e-06,1.545095221743713e-05
aint,0.0004946053103695406,0.0004594286359556979
sinc,0.0005182943943949279,0.0003883755757296714
nichola,3.644593791798496e-06,1.4550204180368354e-05
intrud,8.823947820499072e-06,7.343327195010568e-06
dare,3.698497580198704e-05,3.084642078797132e-05
were,0.0035099620283342214,0.0037606092248343385
import,0.0003066398610329767,0.0002778183535757633
pi,2.739193779985714e-06,9.585095720429103e-06
babysit,7.176223516399248e-06,1.341466336005865e-05
race,3.822898557303483e-05,4.694903364822617e-05
oh,0.004396867072583922,0.0017531588259268546
flag,7.104289611053385e-06,1.7947073910955697e-05
shaw,8.665060742075187e-06,1.0287226640148523e-05
teacher,6.952492264411414e-05,2.581415058922785e-05
pimp,1.5059775387738345e-05,1.5166058614920438e-05
diego,8.443544793897744e-06,1.6200033799876795e-05
victim,3.213017754809549e-05,0.00010339225844017467
anymor,0.00022855564606489025,0.0002643084424408578
round,6.279491403178797e-05,7.818576323046328e-05
rough,5.347387829420631e-05,3.7831033439145574e-05
occas,2.1940193825233844e-05,2.1862695480637973e-05
sulu,3.344034242910602e-05,3.211452462721519e-05
woke,3.0143579676269892e-05,4.267071229022996e-05
chose,1.578827446094074e-05,1.4696186028490726e-05
convent,5.5326681107588724e-05,1.1326006396013926e-05
prioriti,1.0595158881638344e-05,1.9809893675540508e-05
treadston,0.0,2.5873540954800002e-05
drag,5.449497445923625e-05,4.777617266838188e-05
maud,3.3070144161316545e-05,0.0
monster,5.195041894916993e-05,8.906584058553037e-05
ic,9.871173892551053e-05,4.907012194488692e-05
or,0.0019871722635765327,0.002155484350661686
gener,0.0001755293381742666,0.00017807432474610172
penguin,1.6122155871772035e-05,1.3308209472264979e-05
earth,0.00014804807073748487,0.00014951217275348605
dc,1.2711024492618045e-05,1.531362805995823e-05
cave,3.114834975960828e-05,2.0770682988018988e-05
fleet,3.7826238156022553e-06,2.5847002538021942e-05
wrote,0.00010531755617966814,8.045390008931814e-05
goddammit,7.462026800286967e-06,2.439599127727637e-05
venic,2.083115055369248e-05,2.6278368108474683e-05
wade,2.422346728166165e-06,3.5640384017999574e-05
spoken,2.4473727752815033e-05,3.182006292357639e-05
unfortun,4.235052142889131e-05,3.59034017355502e-05
campaign,3.616572429083007e-05,1.3466967449698313e-05
fever,1.651210287577669e-05,1.216946804534599e-05
marcu,2.372608706999248e-06,3.951086157495992e-05
almost,0.00023555921559545445,0.00024345303769824557
these,0.0008533125966477404,0.0009536959288971316
sick,0.0001909505577324233,0.00020423367852780402
reach,9.176442103095561e-05,0.00011691682945963206
screw,0.0002528982028760495,0.00010519130812272131
grace,2.468175855818045e-05,2.7928969914978483e-05
anyth,0.000983597024367694,0.0012102702242271141
empir,3.487896495300903e-05,2.053266547740845e-05
rack,1.0945665940126327e-05,7.283718486318144e-06
nell,0.0,3.3958391928214345e-05
divin,1.621920002844361e-05,1.7244780803760338e-05
violet,2.5163990647306817e-06,2.898377622408903e-05
sing,0.00016320704424,5.3981239293689454e-05
friendship,2.3980804548121055e-05,1.2128958315722361e-05
loomi,0.0,2.331462797225612e-05
basebal,6.409426843641655e-05,2.3206979626980197e-05
stood,1.6377093379652063e-05,2.5851898278177407e-05
clark,2.2722421546742107e-05,2.096344956200253e-05
bottl,3.585879930004497e-05,5.848407280515125e-05
marylin,6.815039819303985e-05,0.0
sin,5.538421630986376e-05,2.0084453329111835e-05
juli,3.6043253406713656e-05,6.760992419707893e-05
halfwai,2.2190846954036228e-05,8.919257445167088e-06
spanish,1.454784683761715e-05,2.246363034685358e-05
hannah,5.529498672346541e-05,6.34501193059156e-06
shower,6.165295521914057e-05,4.2086257606713084e-05
murphi,7.1255055306321595e-06,1.090362447709156e-05
pal,0.00011692342322186225,5.269385052556666e-05
why,0.002741300174709913,0.002845585874976583
leagu,5.863932174049624e-05,2.3262361791390715e-05
our,0.0014866882427204437,0.0014913780955149196
die,0.0002515319781599298,0.0003958449892155696
glad,0.00021944439104777666,0.0001345370613026346
depart,4.7375313168584794e-05,0.00011540664334146119
mightv,8.78439538441579e-06,1.8361896643868775e-05
deborah,1.1917573296052631e-06,1.2696978406089874e-05
spent,8.004634498146786e-05,6.81664677298401e-05
heather,6.697260467991215e-05,3.257772293331266e-05
grant,0.00012652989858360914,7.197541924206496e-05
delici,1.5348986480983458e-05,6.4967874356679325e-06
bloom,2.8363899374339098e-05,5.394544601070043e-06
halloween,1.2980131016270476e-05,3.806160323244599e-05
selfish,2.7599239084157726e-05,8.676407422218143e-06
mack,4.181942816554135e-06,1.2763605830921098e-05
pleas,0.0008149050748203189,0.0008476621812023968
later,0.00028621138033056877,0.000283770038285711
tomb,8.238499234295615e-06,1.0587250747609707e-05
veri,0.001450253322060639,0.0010271628011421499
al,6.784438518715687e-05,6.933781480662784e-05
filthi,2.631717358448984e-05,7.839251548190286e-06
bein,1.4604157948469173e-05,2.072578873747682e-05
cream,4.642981091105775e-05,3.285588823906414e-05
invit,0.00010526069148828077,7.626088594241773e-05
ay,4.908723881328346e-05,6.554863068739663e-05
mountain,3.885145889696543e-05,6.041766782683378e-05
tax,4.9026969643841106e-05,2.431249606414812e-05
liquid,1.6439053015691744e-05,8.988316021060357e-06
suffici,1.0005031989093234e-05,1.136409667891561e-05
start,0.0007463310437589924,0.000717076430697582
particl,4.7966482320759395e-06,1.1025568415463714e-05
taught,3.690820466982331e-05,4.8517038660503994e-05
worthless,8.860201727044603e-06,1.9365321207153162e-05
caitlin,2.6338759321930078e-05,3.65447219807173e-06
paperwork,6.15575648183985e-06,7.971508464662053e-06
duffi,1.0450837518506014e-05,6.530313227969199e-06
fade,1.5551067746632327e-05,1.074709812035443e-05
lothar,1.6536943531849625e-05,0.0
courag,1.8808189845100385e-05,2.131459185244557e-05
puls,1.0200689408331579e-05,1.3364926758743038e-05
fighter,8.358663569490226e-06,4.9832587046394514e-05
galleri,1.9300005795933833e-05,7.511997722102973e-06
restaur,4.146578435739582e-05,3.070405385659872e-05
sky,2.8876401298580462e-05,6.351711413455105e-05
hollywood,3.659740641846917e-05,3.2568363076936284e-05
accept,6.283141131162932e-05,7.837177949094346e-05
trip,0.0001391515225074308,0.00011540358254589282
grid,8.237069448379699e-06,1.0159159554670043e-05
vigo,2.4789967004553383e-05,0.0
cellar,2.2825916775900543e-06,1.768969546228397e-05
urg,1.0629459965817043e-05,5.828695846937131e-06
recal,3.002092746366015e-05,3.681357434043755e-05
task,1.359344369841638e-05,2.1369743593841353e-05
nose,0.00010408658753987838,6.184470751905571e-05
circul,1.0629588516182704e-05,1.004171667282658e-05
sperm,1.2447482950302254e-05,4.14251411476287e-06
experi,0.0001420211000833902,0.000123056158523773
rust,2.7936717196526313e-06,1.4811713193362448e-05
thirtyseven,1.3520069508917262e-05,1.646136948791983e-06
lame,2.7265812100537595e-05,7.054667418502532e-06
editor,3.999372526920151e-05,6.473494942853778e-06
univers,8.494973444259322e-05,7.149481956501856e-05
children,0.00015017767981204388,0.00015198778013333374
slug,2.484446419921579e-05,8.081874363973839e-06
ration,1.464290368045188e-05,8.608745239687763e-06
adam,6.169899058473909e-05,1.866694724797131e-05
mailbox,4.071243897203008e-06,7.2278562753822784e-06
twentytwo,9.612387368441005e-06,9.459794140288608e-06
reveal,1.3537419977064037e-05,1.697273229662829e-05
eat,0.0003524267527633602,0.00026830048355271606
tobacco,1.3940152805776693e-05,1.104052221019325e-05
schuyler,2.41195215058e-05,0.0
widow,1.7869956106940423e-05,1.4026864444740506e-05
forgiv,8.275392691659678e-05,5.8960201404509306e-05
punch,4.901756345170111e-05,2.9156926165129567e-05
transfer,2.030417946101651e-05,5.7730190420671504e-05
humor,4.649209454694836e-05,3.4122545739503375e-05
thrill,2.935249344574469e-05,1.8579670338618977e-05
jewish,4.9287987297261406e-05,4.95934892631097e-06
elbow,1.3129070189188721e-05,6.220228738270043e-06
teach,0.00011887066592388607,7.195276858775024e-05
flush,1.2904654414806633e-05,1.5156543212787342e-05
pace,1.0947576061946629e-05,8.166579131373418e-06
copi,7.878095605348893e-05,9.275176970208692e-05
locat,3.075239678236767e-05,7.547635118827236e-05
senior,3.116042550408343e-05,1.944243815593037e-05
mantan,3.198287223124737e-05,0.0
auto,1.45739312402797e-05,1.825488471345316e-05
chemistri,9.505591670230076e-06,8.63942778275865e-06
bolt,1.285075772669384e-05,1.2651695637036059e-05
steadi,2.4393836064966175e-05,2.899880362180126e-05
kick,0.0001377309833215995,9.77220117759618e-05
ego,5.78528910107218e-06,1.3593150895462026e-05
underneath,1.749570677782381e-05,1.1054179578282304e-05
approv,1.7489320289059755e-05,2.8835588174991985e-05
cloud,2.3870302980973057e-05,1.866951891311243e-05
studi,9.936049776360916e-05,0.00012164151141539366
hunter,2.7046894495939847e-06,5.287402089974894e-05
clue,3.346385748693759e-05,3.5047083493164576e-05
roof,3.0185142631025686e-05,3.4474642731414344e-05
french,8.899846765711613e-05,5.445042459076559e-05
billion,2.3488087869663158e-05,3.431377973236222e-05
streak,1.6480907960393358e-05,2.424470802094515e-06
chauncei,7.40437004833639e-05,0.0
judi,1.1934634058549625e-05,1.284702153990253e-05
cost,0.0001014484506313923,8.155922283208964e-05
campbel,1.3552742704961654e-05,8.340906396420675e-06
contrari,1.5068310509539234e-05,1.2500696953362024e-05
bought,9.77054133732039e-05,7.28725814171044e-05
negro,3.662186164815263e-05,8.389041214668593e-07
seein,3.698832533155639e-06,1.0681938303690296e-05
area,3.96775312004435e-05,0.00011530859167471394
testifi,1.3954913337388733e-05,1.8503205548167512e-05
remain,3.158251838293158e-05,4.79476367705964e-05
summer,0.00010015986830539662,5.206721962695359e-05
dunbar,0.0,2.1450692973332488e-05
racket,1.7924134673785683e-05,1.0760240702474263e-05
no,0.006927979673463174,0.006215239370901015
decis,8.475621727113353e-05,4.125847798473817e-05
gardin,6.420389769716166e-05,0.0
miami,1.3716931386841867e-05,2.9795454379447257e-05
dark,9.738980943759086e-05,0.0001731004833504795
bird,7.94686189671951e-05,0.00012739358992591878
reverend,2.6766273564174434e-05,4.2860449765392405e-06
loyal,8.510352813337595e-06,8.933001806357383e-06
clair,2.035591439621579e-05,6.889241283802744e-05
master,0.00011961749562170889,6.178266430518776e-05
finger,6.967963250105409e-05,7.204078856986939e-05
stink,4.385189854839159e-05,2.1951638485682718e-05
expedit,1.0783737957675189e-05,1.5284438372405502e-05
skip,4.2150223413274434e-05,3.092459129343589e-05
pardon,7.747411622854943e-05,4.5646445622624064e-05
jone,1.815660409033546e-05,6.344067396464261e-05
fals,1.3814292514287429e-05,2.3385509360570656e-05
toe,3.381756707470136e-05,1.0445814070544305e-05
gal,3.1973407846087964e-05,7.18683625422151e-06
might,0.0006464546834118023,0.0006269322802784106
approxim,4.213705587048121e-06,1.4019514115764135e-05
norvil,4.767055373457669e-05,0.0
sheriff,3.888953049886541e-05,9.620979139485109e-05
behav,1.89752000332134e-05,9.45470900493924e-06
punk,2.3655464226024795e-05,2.2400157970626772e-05
uareu,2.3125294267742108e-05,7.995180123421943e-06
inde,5.991612896456727e-05,3.652310391790337e-05
maximum,1.4194375606857894e-05,7.036002847413502e-06
vernon,2.9256149381451882e-05,2.6221737988172996e-06
hide,9.234508852300362e-05,0.00016256504115652826
hampshir,1.4438034505879699e-05,2.3492887676101264e-06
put,0.0008637841283764368,0.0009299870017963689
shh,1.7735518893869925e-05,1.333731586360675e-05
